Model,Feature_Type,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
CatBoost,Combined,0.8282621622690055,0.038291788348644315,0.5680748234703541,0.08729682616387646,0.5901008479003933,0.022017640021358965
CatBoost,Full Codes,0.8325625901020632,0.02868190844888077,0.5932711778588798,0.05867139162307995,0.5805980660186874,0.015323439265742273
CatBoost,Groups,0.8053744172798902,0.03539624423506983,0.5439196339946355,0.05836218546172922,0.5675728981701458,0.02192090157588174
RandomForest,Combined,0.8218307439390481,0.04475517883752643,0.5818538049325553,0.0676359877006899,0.5664120931154372,0.030844939490093277
RandomForest,Full Codes,0.8200020112183243,0.042980775573275204,0.5760534766893559,0.07585457530470577,0.5613460548667667,0.03736263697109234
RandomForest,Groups,0.8077746818225261,0.03922478123113786,0.5580572493154733,0.05395956040539312,0.5652291744182867,0.025983561220995863
XGBoost,Combined,0.8269874870578289,0.03094676986558832,0.58657964146372,0.06120556175114317,0.5789591722093678,0.030055370524350544
XGBoost,Full Codes,0.8193097861685331,0.029042912671828826,0.5748350732743174,0.054034192594147726,0.5700186823945652,0.01854629295984018
XGBoost,Groups,0.805277555117538,0.026078339214222215,0.5384794202020547,0.05874973678682785,0.5510153521380063,0.018099695762299906
