Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,0,10,0.001,42,0.6476834097966353,0.630234771573604,0.2818815249524952,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,1,10,0.01,37,0.6481866194893098,0.631983974964254,0.2902081409322918,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,2,10,0.005,30,0.6391038852449834,0.6073276631178255,0.322538487747713,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,3,10,0.005,42,0.637292351081634,0.665231883181667,0.39568095573833706,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,4,10,0.01,34,0.640606642661941,0.6331175370450295,0.3520366516718214,0.38817005545286504
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,0,50,0.005,33,0.7311013850841243,0.7494712351945855,0.4139926874459925,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,1,50,0.005,29,0.7364865318066673,0.6920576253810666,0.3461832331511472,0.35563380281690143
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,2,50,0.001,22,0.7206414726094929,0.7536628402624953,0.468570313635263,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,3,50,0.005,14,0.73233563709994,0.7090689905372314,0.40362589603005256,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,4,50,0.0,37,0.7487928484513159,0.6829520932239965,0.3725557715348451,0.38817005545286504
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,0,100,0.001,17,0.734768530846242,0.7324097574732092,0.40823673104607194,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,1,100,0.0,26,0.7359253460677726,0.7083591874173794,0.35573832498451097,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,2,100,0.0,20,0.7214098852355395,0.7383968754336921,0.44169088713745386,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,3,100,0.001,26,0.7379801235562717,0.7278735979683768,0.41622355632972186,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,4,100,0.001,35,0.7524652533205739,0.6811106315638038,0.3799614787803409,0.38817005545286504
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,0,1000,0.001,33,0.7555571218356191,0.7743936830231245,0.48483613625530425,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,1,1000,0.001,28,0.7581724775932894,0.7325586100844417,0.4384254591711956,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,2,1000,0.001,22,0.7408996893401337,0.7530085846269752,0.48904067635921666,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,3,1000,0.001,32,0.7606768734891216,0.7384852011972065,0.4564069544870768,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_1Layer,Kane,4,1000,0.001,34,0.7716864048014336,0.6846712703208172,0.3643965764202829,0.38817005545286504
