Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,0,10,0.001,48,0.6948718546170767,0.7324591088550481,0.4134547441639812,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,1,10,0.0,49,0.7146617472690985,0.6889180403053928,0.33094270483236893,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,2,10,0.005,42,0.707622554522735,0.6990060601254321,0.3288678620041728,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,3,10,0.01,45,0.7082300254137482,0.6146567101006741,0.29901387516249467,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,4,10,0.01,39,0.7028209447621928,0.6906524241116386,0.3764430987244882,0.38817005545286504
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,0,50,0.0,23,0.8253407876483604,0.7866328257191201,0.43866460134735236,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,1,50,0.0,24,0.8259457548587704,0.7221382901232902,0.389908138416313,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,2,50,0.005,29,0.8264146378197551,0.7900500274258676,0.5019612064399084,0.3670212765957447
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,3,50,0.005,30,0.829296576375545,0.728595398615352,0.4297952065033811,0.3777994157740993
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,4,50,0.001,24,0.8204783039300243,0.7086390447417638,0.38009252241392133,0.38997214484679665
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,0,100,0.01,13,0.8517711270003269,0.7790750141003948,0.5171808563895324,0.37016052880075545
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,1,100,0.01,12,0.8580645350046195,0.7546739687592737,0.45324325267239735,0.3572060123784262
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,2,100,0.001,11,0.8467815469988632,0.8014168930126819,0.5492386472038767,0.36507936507936506
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,3,100,0.001,15,0.8534538420215293,0.7890830486440729,0.5025570996486965,0.36777251184834125
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,4,100,0.005,11,0.8410661401276935,0.7228168608833261,0.41487515430206806,0.39886039886039887
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,0,1000,0.005,7,0.8497980783381706,0.7972081218274112,0.5194996053667094,0.3555956678700361
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,1,1000,0.001,8,0.8552672670146281,0.7638802708608736,0.5064415997667094,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,2,1000,0.0,7,0.8536291305056961,0.8088053556441113,0.5345247925288188,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,3,1000,0.001,6,0.8513308642740552,0.7856894518849956,0.4740679037720164,0.36329588014981273
mimic_cohort_aplasia_45_days,MLP_3Layer,Node2Vec,4,1000,0.001,5,0.837855225110805,0.7263918860595597,0.4009846959713792,0.38817005545286504
