Model,Dimension,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
MLP_1Layer,10,0.6645820043766615,0.012552012550370004,0.09740002865738309,0.01643247141598978,0.13228037938706214,0.010812545929703984
MLP_1Layer,50,0.672953424941611,0.03351900833957955,0.10715462627979408,0.023291822972842713,0.14134590903782657,0.02443008293161286
MLP_1Layer,100,0.6647796288814455,0.04563797553875892,0.10435946045180837,0.02749556689077827,0.13092203751315074,0.01746694509769588
MLP_1Layer,1000,0.6654800811910383,0.046210186122395726,0.10957651455249766,0.028636934446762057,0.13146733693978874,0.023249698836946827
