train_loss,val_loss,Fold,Dimension,Epoch
1.345770171384492,1.2417340916647037,0,10,1
1.2993341005589973,1.2064252815422232,0,10,2
1.2582366135702179,1.1914696835489986,0,10,3
1.2430250764463506,1.1850155231624615,0,10,4
1.2250785251553549,1.1788014065018195,0,10,5
1.2184290743330448,1.1720066956554178,0,10,6
1.232695891526327,1.1675857519922639,0,10,7
1.2243513233924026,1.1698193033493225,0,10,8
1.2109733551883242,1.168065430671138,0,10,9
1.209547126692448,1.1726842120305947,0,10,10
1.1968371605759032,1.1735926321500818,0,10,11
1.2076278166337446,1.172179029279773,0,10,12
1.1936872940884822,1.1726378131403568,0,10,13
1.1792946204044032,1.1756362997697725,0,10,14
1.174046610531054,1.1720056491192603,0,10,15
1.160845146795209,1.1737876717215112,0,10,16
1.1988397739720686,1.1696173963929049,0,10,17
1.3056479395326568,1.25377085976539,1,10,1
1.2531502182727365,1.2274168691960121,1,10,2
1.2578385553171874,1.2175426036294563,1,10,3
1.2377361399074265,1.207114524062456,1,10,4
1.2358205975420233,1.2049095797342644,1,10,5
1.207656830139525,1.2018629379053933,1,10,6
1.209453581623595,1.2025818856986794,1,10,7
1.2047407597178694,1.2023338133383863,1,10,8
1.22598798276419,1.199364139106383,1,10,9
1.2225664849061846,1.1992868560461545,1,10,10
1.1986186699602182,1.1967323028803152,1,10,11
1.197908958986856,1.1947077004945936,1,10,12
1.1963811596210887,1.1949143148477153,1,10,13
1.1932856941109138,1.1965548468952873,1,10,14
1.1891332650284387,1.1961166010480089,1,10,15
1.1916380869152299,1.1967563243926482,1,10,16
1.1792085206373253,1.1984640338866326,1,10,17
1.182285679362879,1.2005745058334252,1,10,18
1.1933588642455544,1.2040968495306201,1,10,19
1.1733296548828562,1.204457360134842,1,10,20
1.1974155605017462,1.2043584492035675,1,10,21
1.1772742633397753,1.1973170521116425,1,10,22
1.3569985086267644,1.33950133990216,2,10,1
1.3131690497720714,1.3051222862593448,2,10,2
1.2729216216605304,1.2797040398118031,2,10,3
1.248891271911301,1.2585119228351642,2,10,4
