Model,Feature_Type,Dimension,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
MLP_1Layer,Word2Vec,10,0.7842372285225627,0.04719756761306773,0.49814531437211806,0.07576322479469072,0.36537486814247433,0.016473213733705118
MLP_1Layer,Word2Vec,50,0.7890188286044102,0.04154245406918746,0.528572564104395,0.07886060838538618,0.371948255311797,0.019839138142083018
MLP_1Layer,Word2Vec,100,0.7932443102993538,0.041309290302346126,0.530755065690321,0.07869244429088676,0.3681907812872333,0.0166861470591547
MLP_1Layer,Word2Vec,1000,0.7828209122289976,0.02945811837670084,0.5119435290918812,0.06752160406897333,0.37169264900196086,0.016102917345162743
