Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,2,100,0.01,0.7134163490331797,0.730549112128842,0.40925177472808405,0.3673469387755102
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,3,100,0.01,0.7146674001528958,0.707878586328869,0.37698726492514756,0.36261682242990656
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,4,100,0.01,0.7216510493323813,0.7023305999136815,0.4010185388785662,0.3888888888888889
mimic_cohort_aplasia_45_days,XGBoost,Word2Vec,0,1000,0.01,0.7593630211060614,0.724866046249295,0.4006787888235494,0.36414048059149723
mimic_cohort_aplasia_45_days,XGBoost,Word2Vec,1,1000,0.01,0.750134287097595,0.717481182723177,0.3647950956295728,0.3689497716894977
mimic_cohort_aplasia_45_days,XGBoost,Word2Vec,2,1000,0.01,0.7330013667895844,0.7243502051983582,0.3936320375118178,0.37842778793418647
mimic_cohort_aplasia_45_days,XGBoost,Word2Vec,3,1000,0.01,0.7343798425587306,0.6792181878646794,0.33413021379277075,0.37271853986551395
mimic_cohort_aplasia_45_days,XGBoost,Word2Vec,4,1000,0.01,0.7314939513227602,0.7051215652424112,0.40813480350270326,0.4067127344521224
mimic_cohort_aplasia_45_days,RandomForest,Word2Vec,0,1000,0.01,0.7361488621351201,0.7016814720812183,0.36049940850630424,0.36719478098788444
mimic_cohort_aplasia_45_days,RandomForest,Word2Vec,1,1000,0.01,0.7281243841690112,0.7124059136158848,0.3544465780517059,0.36462093862815886
mimic_cohort_aplasia_45_days,RandomForest,Word2Vec,2,1000,0.01,0.7085561551568086,0.7200843262819114,0.4167699778978363,0.37739288969917956
mimic_cohort_aplasia_45_days,RandomForest,Word2Vec,3,1000,0.01,0.7148591654786256,0.7002259878465399,0.366322380966858,0.3730769230769231
mimic_cohort_aplasia_45_days,RandomForest,Word2Vec,4,1000,0.01,0.7211065891714373,0.690950942310459,0.39685410640135865,0.4027237354085603
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,0,1000,0.01,0.7377526309606198,0.7304780033840946,0.4121198762411444,0.35368043087971274
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,1,1000,0.01,0.7330128562881318,0.7157276013704912,0.350855744538617,0.35500878734622143
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,2,1000,0.01,0.7264458213537589,0.730337635559785,0.4017966369836865,0.3615720524017467
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,3,1000,0.01,0.7251815636686709,0.6948861746833147,0.3475910019955101,0.36261682242990656
mimic_cohort_aplasia_45_days,CatBoost,Word2Vec,4,1000,0.01,0.7232569779293826,0.6899654725938715,0.3943540034670501,0.38817005545286504
