Model,Feature_Type,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
CatBoost,Combined,0.7358268134977936,0.03998605529922457,0.18617026385211272,0.055819848060678745,0.2040693138313817,0.03798144106662347
CatBoost,Full Codes,0.7471607117771817,0.0352442129695718,0.1745694388795196,0.04519381943569797,0.20903494823053706,0.0382978393737383
CatBoost,Groups,0.7154798007039297,0.04673480049020506,0.17390613294573276,0.05061984318938386,0.20364246232451638,0.03132452071048833
RandomForest,Combined,0.7453230121681347,0.04254922165804255,0.16887551037640328,0.04746477032047555,0.2252693731295337,0.029288089564239794
RandomForest,Full Codes,0.7507864642164127,0.03366837442160623,0.17887243941187086,0.0706553008707368,0.21887870067355567,0.05374437575728915
RandomForest,Groups,0.7304918165462263,0.046708845864219764,0.16739608842929243,0.04601998804526741,0.21537287594218107,0.03660535895312255
XGBoost,Combined,0.7207193568077289,0.030952419578007706,0.15170162885834235,0.0626260148504746,0.174519113315855,0.02871361496387231
XGBoost,Full Codes,0.720910662282606,0.035706570419416495,0.15691435706985557,0.0625417871156181,0.17856402236896005,0.05616530101842342
XGBoost,Groups,0.6939552241253111,0.021156041995059466,0.1527218453933244,0.03744645463384431,0.18483280416277292,0.018243844033339653
