Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_NF_30_days,XGBoost,Kane,4,1000,0.01,0.6676673479816044,0.6489547038327527,0.08308721091948024,0.027777777777777776
mimic_cohort_NF_30_days,RandomForest,Kane,0,1000,0.01,0.6803652321630804,0.6706993354212818,0.1107714534741871,0.10666666666666667
mimic_cohort_NF_30_days,RandomForest,Kane,1,1000,0.001,0.6738030713640469,0.6112294453437845,0.06825833577845894,0.03333333333333333
mimic_cohort_NF_30_days,RandomForest,Kane,2,1000,0.01,0.6682559598494354,0.6966347057717616,0.13744624614565998,0.06666666666666667
mimic_cohort_NF_30_days,RandomForest,Kane,3,1000,0.005,0.6783615914050698,0.6777897443023903,0.15308274128991342,0.12658227848101267
mimic_cohort_NF_30_days,RandomForest,Kane,4,1000,0.01,0.69526060296372,0.6665629666500746,0.1010327007768162,0.07894736842105263
mimic_cohort_NF_30_days,CatBoost,Kane,0,1000,0.001,0.6618912797281993,0.6053968375219616,0.10187375771269143,0.06593406593406594
mimic_cohort_NF_30_days,CatBoost,Kane,1,1000,0.01,0.634838903944595,0.5868620601516572,0.07848819524830772,0.13333333333333333
mimic_cohort_NF_30_days,CatBoost,Kane,2,1000,0.01,0.6210790464240903,0.6704455724760293,0.1531745851884934,0.16216216216216217
mimic_cohort_NF_30_days,CatBoost,Kane,3,1000,0.005,0.6195400369313413,0.6553814619232907,0.12434581289270716,0.14814814814814814
mimic_cohort_NF_30_days,CatBoost,Kane,4,1000,0.01,0.6550204394481349,0.6147959183673468,0.07415495483654291,0.09433962264150944
