Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_NF_30_days,CatBoost,Word2Vec,4,100,0.01,0.6004566939192642,0.6505931640949062,0.08132138779735353,0.16793893129770993
mimic_cohort_NF_30_days,XGBoost,Word2Vec,0,1000,0.01,0.5667610419026048,0.5892216026277596,0.06428782680839369,0.02564102564102564
mimic_cohort_NF_30_days,XGBoost,Word2Vec,1,1000,0.01,0.6226738934056008,0.6726910624520747,0.07255964496219654,0.06451612903225806
mimic_cohort_NF_30_days,XGBoost,Word2Vec,2,1000,0.01,0.6206712672521958,0.6304192517390487,0.07113647570977205,0.030303030303030304
mimic_cohort_NF_30_days,XGBoost,Word2Vec,3,1000,0.005,0.6076548598287729,0.5620917871039467,0.06892764742286449,0.029411764705882353
mimic_cohort_NF_30_days,XGBoost,Word2Vec,4,1000,0.01,0.6032032447623914,0.6560477849676456,0.07466723290913672,0.0
mimic_cohort_NF_30_days,RandomForest,Word2Vec,0,1000,0.01,0.5843714609286523,0.6106867313421434,0.07369245646628073,0.0
mimic_cohort_NF_30_days,RandomForest,Word2Vec,1,1000,0.01,0.6370069256248118,0.6165118854903298,0.05856277291269049,0.0
mimic_cohort_NF_30_days,RandomForest,Word2Vec,2,1000,0.005,0.6047835633626097,0.637441248354954,0.07872362819258194,0.0
mimic_cohort_NF_30_days,RandomForest,Word2Vec,3,1000,0.005,0.6191371495719321,0.5894767926625903,0.07050040897319952,0.0
mimic_cohort_NF_30_days,RandomForest,Word2Vec,4,1000,0.005,0.6247924118548799,0.5895449643271943,0.06384145914641108,0.0
mimic_cohort_NF_30_days,CatBoost,Word2Vec,0,1000,0.005,0.5839184597961495,0.5979012298525704,0.06527127992724907,0.0425531914893617
mimic_cohort_NF_30_days,CatBoost,Word2Vec,1,1000,0.005,0.6539596507076182,0.6248082985430689,0.06611213548025566,0.10256410256410256
mimic_cohort_NF_30_days,CatBoost,Word2Vec,2,1000,0.01,0.602603513174404,0.6479225418311712,0.07496064138430905,0.0967741935483871
mimic_cohort_NF_30_days,CatBoost,Word2Vec,3,1000,0.005,0.6029545073023334,0.5809390633685381,0.07229549793340223,0.08536585365853659
mimic_cohort_NF_30_days,CatBoost,Word2Vec,4,1000,0.005,0.6439703628002045,0.6290650406504065,0.08740420184309708,0.10084033613445378
