Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,10,0.001,46,0.8029483191419495,0.8399041173152849,0.5800842114601413,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,10,0.001,41,0.8162297438961635,0.7721760595678095,0.4306031105345146,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,10,0.01,40,0.8126682102293268,0.7775729098515038,0.45172861956893595,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,10,0.005,43,0.8123579516105705,0.7719147746168031,0.47674687432306584,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,10,0.005,49,0.8177651095436586,0.7162854265573297,0.39095121740933386,0.38817005545286504
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,50,0.001,31,0.8516809719310832,0.8312746756909194,0.6061222056848468,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,50,0.0,19,0.8522509354408713,0.775528097768905,0.5110855657368732,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,50,0.0,28,0.8540369210847282,0.8035713105599502,0.5840575388160408,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,50,0.001,25,0.8510261059112793,0.7808673700758837,0.5340428165309189,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,50,0.001,16,0.8452107298912717,0.7316357358653431,0.4169552300175341,0.38817005545286504
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,100,0.001,14,0.8634640738493422,0.8248660462492949,0.5881045307753018,0.35399820305480684
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,100,0.005,11,0.8597306828038979,0.7905886637710092,0.5053860196223837,0.35879218472468916
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,100,0.0,11,0.8573245773888759,0.8152686082859163,0.5861987997029593,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,100,0.0,10,0.8552772268022067,0.7783202829760861,0.5131397692016297,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,100,0.005,6,0.8487294876945478,0.7351028628974248,0.42513419168308086,0.39585296889726673
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,1000,0.001,9,0.8622683603898676,0.8431331077270163,0.6184770158980178,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,1000,0.0,9,0.8608178017147874,0.7695794102571021,0.46704162941210764,0.35500878734622143
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,1000,0.0,8,0.8555721368994007,0.812241849891288,0.6107563300418316,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,1000,0.001,8,0.8560933593669291,0.7864754965686127,0.5043864814426618,0.36397748592870544
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,1000,0.001,4,0.8491981115915062,0.7310890519349735,0.41860793352141856,0.38817005545286504
