Model,Feature_Type,Dimension,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
MLP_1Layer,ClinVec,128,0.7120577000551688,0.03016119606780289,0.3972420860493335,0.04766480208852731,0.36420962970209053,0.013956319169812511
