Model,Dimension,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
MLP_1Layer,10,0.7160102736404754,0.04043450090994174,0.1449050752171831,0.03580626207062638,0.15122642827157554,0.022210353439514222
MLP_1Layer,50,0.7258038663431432,0.06198138976562612,0.17709748188735058,0.0754636246328739,0.16485163474129905,0.03261006214156355
MLP_1Layer,100,0.7424541452062884,0.06478550388670816,0.1874117728437896,0.06663439371743407,0.17552677138305575,0.038762716571461873
MLP_1Layer,1000,0.7282389850494312,0.06301064098247137,0.1749293555862384,0.06137173291266703,0.1568641201883789,0.027748258388841974
