Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,0,10,0.001,32,0.7459635886925758,0.7393247269116188,0.14478045436412218,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,1,10,0.001,21,0.7668787364509063,0.6470350174661327,0.09004649888345433,0.0761904761904762
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,2,10,0.01,36,0.7290260372943337,0.765707839819515,0.18819557469588252,0.09899175068744272
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,3,10,0.005,32,0.7235487130321389,0.7187152584769315,0.14667888309077437,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,4,10,0.01,29,0.7405768600458865,0.7175626348100216,0.14617916983983406,0.09057301293900184
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,0,50,0.0,7,0.7669824823816418,0.7462760675273088,0.13790145726618416,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,1,50,0.001,7,0.7817802140580313,0.6117619493908153,0.08397483552419373,0.0761904761904762
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,2,50,0.001,6,0.7534109225962546,0.8061853731904494,0.25218287418035473,0.09881061299176579
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,3,50,0.0,4,0.7451126813870975,0.749061978877154,0.21777831248512208,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,4,50,0.005,7,0.769391361349807,0.6976729716276755,0.1267089777078579,0.09057301293900184
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,0,100,0.005,2,0.7601628883989392,0.7293560461385684,0.14081980425384658,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,1,100,0.0,3,0.7723290244760891,0.6652679560364659,0.10332314991760283,0.0761904761904762
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,2,100,0.0,2,0.7226377137709857,0.8009964278999812,0.2355056738663905,0.09881061299176579
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,3,100,0.001,3,0.7584444521127717,0.7522060867148416,0.2213632971126437,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,4,100,0.01,2,0.7595763327775641,0.6954745312759251,0.15217607875900185,0.09057301293900184
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,0,1000,0.005,2,0.7526871224939887,0.7297761821098465,0.15981029055029985,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,1,1000,0.0,2,0.7648950231497379,0.6596021129760586,0.09082160682765147,0.0761904761904762
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,2,1000,0.01,2,0.7255674830633954,0.8235194585448392,0.2846698180423229,0.09926470588235294
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,3,1000,0.01,2,0.7431856506238992,0.7491662034463591,0.2039056500187395,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Word2Vec,4,1000,0.001,2,0.750641272284212,0.7036875725900116,0.15039468369659226,0.09057301293900184
