Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,3,50,0.005,0.7101689859294614,0.6595028267376122,0.3204509521791924,0.36261682242990656
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,4,50,0.001,0.7157025672439662,0.6832829808660624,0.3798853156802555,0.38817005545286504
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,0,50,0.001,0.7194589720847268,0.7265087422447829,0.3781271279399486,0.35368043087971274
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,1,50,0.0,0.7230240820628752,0.6961178406669004,0.3272310982368821,0.35500878734622143
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,2,50,0.005,0.7260573393148272,0.6711241962238216,0.3801732192600445,0.3615720524017467
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,3,50,0.001,0.7117063369077874,0.6939187350727091,0.384272479841837,0.36261682242990656
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,4,50,0.0,0.7197420917493574,0.6923536181844339,0.3848755009207471,0.38817005545286504
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,0,100,0.0,0.7532574866700422,0.7507332205301748,0.44045697589920846,0.35368043087971274
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,1,100,0.0,0.7666358621465709,0.707044001402865,0.3575668343303114,0.35500878734622143
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,2,100,0.0,0.7567750609903255,0.7248689836568265,0.4047644346197215,0.3615720524017467
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,3,100,0.0,0.7493414120126447,0.7280020860416604,0.38050740291086976,0.36261682242990656
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,4,100,0.0,0.7707386648700804,0.6995612142137821,0.3871323607983206,0.38817005545286504
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,0,100,0.0,0.753761937401822,0.7542583192329386,0.4248571677608529,0.35368043087971274
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,1,100,0.0,0.7644462692081561,0.7167359106482855,0.36687180006929904,0.35500878734622143
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,2,100,0.0,0.7479403948856285,0.7407825954783667,0.4181931746251779,0.3615720524017467
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,3,100,0.0,0.751915070559309,0.737411947879191,0.44940052384993023,0.36261682242990656
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,4,100,0.0,0.7652811272162104,0.7129693569270608,0.40260181267835293,0.38817005545286504
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,0,100,0.0,0.7523563805610417,0.7723420755781163,0.4590888138520133,0.35368043087971274
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,1,100,0.0,0.767927294343945,0.7219764210753501,0.38981244969294626,0.35500878734622143
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,2,100,0.001,0.7516698149571983,0.7645142317122332,0.46881528899231767,0.3615720524017467
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,3,100,0.001,0.7499845038120623,0.7333343410829276,0.40868146007528194,0.36261682242990656
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,4,100,0.001,0.7666384950944085,0.7016688246295496,0.3755266440181618,0.38817005545286504
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,0,1000,0.0,0.7794945850971794,0.7791384658770446,0.491790386503196,0.35368043087971274
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,1,1000,0.001,0.7895123444850087,0.7195551298999109,0.40703559360832,0.35532102022867196
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,2,1000,0.001,0.7865243792781121,0.7578593284297203,0.45329682466361965,0.3615720524017467
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,3,1000,0.001,0.7777652947374946,0.7227680865858452,0.41814919147543816,0.36261682242990656
mimic_cohort_aplasia_45_days,XGBoost,Node2Vec,4,1000,0.001,0.7837744848843661,0.7030715005035246,0.37306526783083027,0.38817005545286504
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,0,1000,0.0,0.7640534801278834,0.77860970107163,0.43118029806535446,0.35368043087971274
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,1,1000,0.0,0.7740001071127102,0.7305285024415249,0.3887301219773735,0.35500878734622143
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,2,1000,0.001,0.7629212204401169,0.738145747007937,0.4011822633989135,0.3615720524017467
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,3,1000,0.0,0.7706667493130023,0.7347136983402365,0.4116131163981374,0.36261682242990656
mimic_cohort_aplasia_45_days,RandomForest,Node2Vec,4,1000,0.0,0.7714421029697354,0.7106099841749387,0.38387995615809556,0.38817005545286504
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,0,1000,0.0,0.7667328736952094,0.7841229554427525,0.4741886278120271,0.35368043087971274
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,1,1000,0.0,0.7736582270641005,0.719022310950441,0.3897831362161741,0.35500878734622143
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,2,1000,0.0,0.7679460264398448,0.7466312443413496,0.41017082921587095,0.3615720524017467
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,3,1000,0.0,0.7759289964668691,0.7573200411161835,0.42958090561422496,0.36261682242990656
mimic_cohort_aplasia_45_days,CatBoost,Node2Vec,4,1000,0.0,0.7717322059331754,0.7031074665515754,0.38174010790274404,0.38817005545286504
