train_loss,val_loss,Fold,Dimension,Epoch
1.0725446365388036,1.0637503383370994,0,10,1
1.0577018026979814,1.0495601083586408,0,10,2
1.0362913183050373,1.034576221053622,0,10,3
1.0281864742808213,1.0210394263761342,0,10,4
1.0218543524574295,1.0180556935126266,0,10,5
1.016059544565268,1.0034568242623771,0,10,6
1.0284051883294716,1.0042755844776752,0,10,7
1.0019830304890192,0.992947652701415,0,10,8
1.007175109894873,0.9874932175346318,0,10,9
1.0164855688501835,0.9812358813337185,0,10,10
1.0187265155231484,0.9795173632772678,0,10,11
1.0037332846758036,0.9788435602741195,0,10,12
1.0041733933284909,0.9669302972566025,0,10,13
0.9910947598285557,0.9690059962703259,0,10,14
0.9896171269703109,0.9660630851317361,0,10,15
1.003827284976809,0.9586257243215692,0,10,16
0.992274454563054,0.9576381613819087,0,10,17
0.9866138789964759,0.9612142039214469,0,10,18
0.9940819315781998,0.9485493109259807,0,10,19
0.986410407151248,0.95373177241963,0,10,20
0.9855105579763219,0.9491919052926785,0,10,21
0.9752780361451965,0.951761036543384,0,10,22
0.9694983938465948,0.9356658284883412,0,10,23
0.9879268693627778,0.9509435984944151,0,10,24
1.0070690905332071,0.9438171493384891,0,10,25
0.9809205254659396,0.9378509828643357,0,10,26
0.9793286665132573,0.9413365526641808,0,10,27
0.9707073172180302,0.9470216907937367,0,10,28
0.9796247770574029,0.9349788840190378,0,10,29
0.9885608530933072,0.9342471236716446,0,10,30
0.9693012316528068,0.9394504260503268,0,10,31
0.9681084010912024,0.9366633262926621,0,10,32
0.9776247597135619,0.9282623376348538,0,10,33
0.9957479828386326,0.9369997888334348,0,10,34
0.9724625818477655,0.9416686380413216,0,10,35
0.9629524017713085,0.9321786076348976,0,10,36
0.9754952724922764,0.9289145223740812,0,10,37
0.9809326369323098,0.9369386021717581,0,10,38
0.975714197415496,0.9360146190671755,0,10,39
0.967414314949241,0.9266139516775136,0,10,40
0.9499105583806956,0.9257370245387561,0,10,41
0.9832034361782035,0.9256858799017058,0,10,42
0.977407327497968,0.9217846735311918,0,10,43
0.9906732760601162,0.9261643433235061,0,10,44
0.9922016980978766,0.92579960062569,0,10,45
0.9658295025243029,0.929050027682155,0,10,46
0.9784565493186809,0.9277020249370711,0,10,47
0.9749383116854398,0.9301818680348432,0,10,48
0.9776548436956622,0.9281123312623815,0,10,49
0.9802430186459243,0.9304022496657225,0,10,50
1.1034157075651678,1.0492266999692543,1,10,1
1.0603617899225315,1.0296655133006773,1,10,2
1.0617024495540115,1.0244569902515333,1,10,3
1.040742354031705,1.0074849176367158,1,10,4
1.038451090740423,0.9979940833001212,1,10,5
1.0275314840845622,0.9970307127323674,1,10,6
1.038202214300583,0.9905633774526312,1,10,7
1.0175044141542307,0.9851160605285288,1,10,8
1.009254399981725,0.9780753883692148,1,10,9
1.0000929479098737,0.9683399122025349,1,10,10
0.9993661734384859,0.9656076299757088,1,10,11
0.990233500732371,0.9574628329892441,1,10,12
1.0041684810565374,0.9546027250035816,1,10,13
0.9993375322403856,0.9462293625671997,1,10,14
0.992705830328669,0.9476703992989737,1,10,15
0.9971634763960636,0.9426981883184002,1,10,16
1.0127617084017204,0.9506494446559115,1,10,17
0.9819217280086927,0.9464902670357647,1,10,18
0.9819710935581535,0.9427585305520438,1,10,19
0.9820882446263652,0.9455157130782947,1,10,20
0.9845305600829367,0.9370506988476952,1,10,21
0.981206516739133,0.9339659770859171,1,10,22
0.9677700658920504,0.9310268511085288,1,10,23
0.9925102397464495,0.9282093934969143,1,10,24
0.9777782092384256,0.934355167127668,1,10,25
0.9715465542478029,0.9371617015057261,1,10,26
0.9709855293254868,0.9293799376011291,1,10,27
0.9794532099333929,0.9318811521740579,1,10,28
0.979310906002861,0.927364337652748,1,10,29
0.9570953065807078,0.9242579192047214,1,10,30
0.9627029806449947,0.9275552733156901,1,10,31
0.954469825306304,0.9244300483366928,1,10,32
0.9862480242980907,0.9245798800211962,1,10,33
0.9739749036561838,0.9210445361272381,1,10,34
0.9646687463955717,0.9273869624046561,1,10,35
0.9602654129142666,0.9263413775771187,1,10,36
0.9673143747347182,0.9199370729933174,1,10,37
0.9644592421735753,0.9202808310447584,1,10,38
0.9664136940593228,0.9184629140944406,1,10,39
0.9737853948321569,0.9240745006254769,1,10,40
0.9719505730914038,0.9167910732893424,1,10,41
0.9490645382426164,0.920605243939742,1,10,42
0.9620647025445815,0.9154089942859869,1,10,43
0.9624193304285816,0.9165538278447897,1,10,44
0.9644491321141277,0.9179015702053868,1,10,45
0.9581664948538876,0.9159429079785534,1,10,46
0.9860316903069057,0.9182092845191765,1,10,47
0.9678521144400032,0.9196580175952451,1,10,48
0.9537607100881407,0.9189521608801309,1,10,49
0.9585410681096441,0.919679038480954,1,10,50
1.190323560747292,1.1171986182530722,2,10,1
1.1220798428879832,1.0899022698402405,2,10,2
1.1018785407571978,1.0784040260314942,2,10,3
1.083257010260109,1.0733652591705323,2,10,4
1.078546200728029,1.0677400120099385,2,10,5
1.0696439262431445,1.0630824637413026,2,10,6
1.0617412430502284,1.053707618713379,2,10,7
1.057456072545558,1.0446364998817443,2,10,8
1.0439446420284273,1.0342541074752807,2,10,9
1.040221964602965,1.028501309553782,2,10,10
1.0307552904846369,1.0180223496754963,2,10,11
1.023115104062018,1.005798511505127,2,10,12
1.0157448340832615,1.0023540353775025,2,10,13
1.0198575877388634,0.9956265171368917,2,10,14
1.0101892692950407,0.9938678439458212,2,10,15
1.0140597650479495,0.9889999977747599,2,10,16
1.0118706888677875,0.9912484788894653,2,10,17
1.0142429221525435,0.9845306301116943,2,10,18
1.0082803842972736,0.9902104194959005,2,10,19
1.0073799409751145,0.9803737711906433,2,10,20
1.0038839401378576,0.9818964020411174,2,10,21
1.0035724059982332,0.9761636026700338,2,10,22
1.0073753136091061,0.9799348131815593,2,10,23
1.0053935720244331,0.977165637811025,2,10,24
0.9931485113726214,0.9720592681566874,2,10,25
0.9986584038597403,0.9737431399027506,2,10,26
0.9881554984490308,0.973739108244578,2,10,27
1.0089173878991866,0.971849217414856,2,10,28
0.9962674712499248,0.9693398404121399,2,10,29
0.9967835063688063,0.9713009015719096,2,10,30
0.9959369152598161,0.9686459724108378,2,10,31
1.0093234895120706,0.9708890954653422,2,10,32
0.994854152922529,0.9672848955790202,2,10,33
0.9896904676469949,0.9665457526842753,2,10,34
0.9936753526820287,0.9679406491915384,2,10,35
0.9924732456104004,0.9670240982373556,2,10,36
0.9892182093965466,0.9672601922353109,2,10,37
0.9987618225110366,0.965135490099589,2,10,38
0.9854236310444887,0.9652836990356445,2,10,39
0.9871376940033327,0.9623506768544515,2,10,40
1.0017036873318166,0.9716542673110962,2,10,41
0.9957767917135764,0.9617521214485169,2,10,42
0.9698244656487734,0.9626902087529501,2,10,43
0.9808275325255611,0.963032861550649,2,10,44
0.9830432440627868,0.9609249345461528,2,10,45
1.000088185282957,0.9587869850794474,2,10,46
0.9983633224887681,0.959118881225586,2,10,47
0.9895771706615673,0.9592840925852457,2,10,48
0.9849875528382441,0.9556829603513082,2,10,49
0.9916283227363659,0.958676974773407,2,10,50
1.1313541109302219,1.0733240986338997,3,10,1
1.0789244376080238,1.063464560145535,3,10,2
1.0617509329543555,1.0596339824646834,3,10,3
1.0704935231626669,1.0606917632006896,3,10,4
1.0524288360258285,1.0566245301837907,3,10,5
1.0393857198304373,1.0543415964284362,3,10,6
1.047955677804158,1.046902591727192,3,10,7
1.0507768791879815,1.0427623216877406,3,10,8
1.0302245087744661,1.040435438171749,3,10,9
1.0449733109282822,1.0384211736463504,3,10,10
1.0371467026406678,1.0385916016318582,3,10,11
1.0348650583178172,1.0359259703235486,3,10,12
1.0284128688965344,1.0296736956619026,3,10,13
1.0282515175121911,1.0199882856262794,3,10,14
1.0219643356173278,1.0188379094407365,3,10,15
1.007078774535783,1.011383494229516,3,10,16
1.0092086026553342,1.0051911842813266,3,10,17
1.0045095392175623,1.0011662366837386,3,10,18
0.9983814100473265,0.9926654211719147,3,10,19
0.9987727281600115,0.9886407025225528,3,10,20
0.991652251266242,0.9827139890164649,3,10,21
0.9872512130049972,0.9764719710400805,3,10,22
0.9852272536694076,0.9760634800530573,3,10,23
0.9895115156431455,0.9799782175396818,3,10,24
0.9823062601487819,0.9761522882400625,3,10,25
0.9776548484033682,0.9695668312294575,3,10,26
0.9677591745624964,0.9722695565438485,3,10,27
0.9789550173585284,0.966679319409832,3,10,28
0.964980444880805,0.9689327514532841,3,10,29
0.9679380255971748,0.9626664443644806,3,10,30
0.9530724838656739,0.9609198911965235,3,10,31
