Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,10,0.005,39,0.7381103158649461,0.7632402707275803,0.41636986748372173,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,10,0.005,47,0.7575553593824708,0.7628685893112472,0.40998944032088086,0.35563380281690143
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,10,0.005,41,0.7413652768442583,0.7841485094206203,0.4658708121879781,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,10,0.001,47,0.737767696646625,0.7569156815914382,0.43366239263999856,0.36261682242990656
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,10,0.005,43,0.729615297066304,0.7215832254351893,0.42212086773236435,0.38817005545286504
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,50,0.0,30,0.789269743462287,0.7957275803722504,0.49487834815122633,0.35368043087971274
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,50,0.005,29,0.7841781537178919,0.7698829147219899,0.44773036337093985,0.35563380281690143
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,50,0.001,35,0.77253332639798,0.803306964848629,0.5053880141773888,0.3615720524017467
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,50,0.001,32,0.77404879233042,0.748949421047858,0.4007539922962744,0.36329588014981273
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,50,0.001,25,0.7860274090713842,0.7251546540066177,0.40629014382089224,0.38997214484679665
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,100,0.005,33,0.7916349981611356,0.7910180485053581,0.4887013623704017,0.360146252285192
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,100,0.005,32,0.7830327376325181,0.7709418080772654,0.4624427898725096,0.35594713656387666
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,100,0.001,22,0.7783714007224067,0.8078471024405718,0.5223978934037434,0.3618881118881119
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,100,0.005,24,0.7725998987582389,0.7761473229132025,0.4225888009249326,0.36329588014981273
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,100,0.005,27,0.7828189573728772,0.7462523377931233,0.44936036896886383,0.39215686274509803
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,0,1000,0.001,46,0.7750398499627117,0.7963056965595038,0.4930318378913417,0.35399820305480684
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,1,1000,0.005,33,0.7702566844573453,0.7432723176949848,0.4106574450107808,0.35594713656387666
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,2,1000,0.005,39,0.7662641917156071,0.8027452302120713,0.4938623269756172,0.3631578947368421
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,3,1000,0.005,41,0.7620960660344221,0.7665485080267256,0.4049392869580897,0.362956033676333
mimic_cohort_aplasia_45_days,MLP_3Layer,Word2Vec,4,1000,0.005,30,0.7768904420885555,0.7379082146453747,0.42423403372233154,0.3984819734345351
