Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,0,10,0.0,21,0.6320432885791646,0.6373844626078986,0.07428000776557,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,1,10,0.01,18,0.6415582546365918,0.5977464428729659,0.08296569005268306,0.0761904761904762
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,2,10,0.01,15,0.611937876047007,0.6567587892460989,0.08320806807193971,0.09881061299176579
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,3,10,0.01,30,0.6373889932786181,0.6042245692051139,0.08984150717515987,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,4,10,0.0,26,0.6516110184828924,0.6154803384768541,0.08737436994249145,0.09057301293900184
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,0,50,0.01,4,0.7119404168264971,0.7023145672599496,0.10165637379271424,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,1,50,0.01,11,0.7395822341435877,0.6155746783675555,0.08274738287184435,0.0763888888888889
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,2,50,0.0,5,0.7211606028590296,0.7087986463620982,0.14154593255693018,0.09881061299176579
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,3,50,0.005,5,0.713767669239587,0.7057219288493607,0.13972751301476807,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,4,50,0.0,7,0.7374025622390379,0.683362369337979,0.12515823393455333,0.09057301293900184
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,0,100,0.005,1,0.7099335697602064,0.6904552746161484,0.11383340885586593,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,1,100,0.005,3,0.7321225086230742,0.6331047115958083,0.07551466301322421,0.0761904761904762
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,2,100,0.01,3,0.7147995085621099,0.7427523970671178,0.15637415816763992,0.09881061299176579
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,3,100,0.005,3,0.7207948487514958,0.7135735130628127,0.1870152009887281,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,4,100,0.001,3,0.737769512490559,0.6813713290194128,0.11131376443485531,0.09057301293900184
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,0,1000,0.001,2,0.7313353542128697,0.7114047819112367,0.1259514881782515,0.09689213893967093
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,1,1000,0.0,2,0.7408089111270497,0.6823719860270938,0.09047847217587665,0.0761904761904762
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,2,1000,0.001,2,0.7217242649207088,0.7534498965971047,0.18829579526826729,0.09881061299176579
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,3,1000,0.0,2,0.7192159600965823,0.7285123679822123,0.23515299073900547,0.09824561403508772
mimic_cohort_NF_30_days,MLP_1Layer,Node2Vec,4,1000,0.005,1,0.7329955965969818,0.7213787954206072,0.1416086331087625,0.09057301293900184
