Experiment_Name,train_loss,val_loss,Fold,Dimension,Epoch,Model,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std,Feature_Type
kane_mc_aplasia_45_days_codes_mlp_1layer,1.01587952515085,1.0556269699908554,0.0,10.0,25.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0290882574440023,1.0550170552973843,0.0,10.0,26.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0244410089965736,1.0540412104859644,0.0,10.0,27.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.017286305206673,1.053177156879325,0.0,10.0,28.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.024793081127655,1.0532284749145062,0.0,10.0,29.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0262867585839628,1.0513823491143763,0.0,10.0,30.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0181736419896017,1.0534961977783517,0.0,10.0,31.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0157623953650368,1.0531426073858412,0.0,10.0,32.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.004623266916509,1.052068358260063,0.0,10.0,33.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0160030695008322,1.0522871104343292,0.0,10.0,34.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0144782345691234,1.0500388218432055,0.0,10.0,35.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0162482261657717,1.0509265647337669,0.0,10.0,36.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.017667368907045,1.048820466411357,0.0,10.0,37.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0189602543937413,1.051271675974565,0.0,10.0,38.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0174940580892953,1.0520029391213688,0.0,10.0,39.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.014760240222193,1.051792429070431,0.0,10.0,40.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0192258370994547,1.0510867990488213,0.0,10.0,41.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0092287109073566,1.0492001594676916,0.0,10.0,42.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0176029432696931,1.0521266846198034,0.0,10.0,43.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0155573417445294,1.0504318211586066,0.0,10.0,44.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.00311089341582,1.053095187807222,0.0,10.0,45.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0155916792170554,1.0481701383785325,0.0,10.0,46.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.022944169083473,1.0521406703370653,0.0,10.0,47.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0187671035122157,1.0519299413302896,0.0,10.0,48.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0115873852607664,1.0513353643194927,0.0,10.0,49.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0138926941302555,1.0493809095972133,0.0,10.0,50.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.140443300899071,1.0074108972536873,1.0,10.0,1.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0730702960876808,0.9950830585400576,1.0,10.0,2.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0534499513113718,0.9900603167938464,1.0,10.0,3.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0475820804279397,0.9905388771466744,1.0,10.0,4.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.035503114493755,0.9905091937979849,1.0,10.0,5.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0312390018951374,0.98836867642811,1.0,10.0,6.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0228070039118728,0.9846247382785964,1.0,10.0,7.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0347850379729238,0.9798560044353972,1.0,10.0,8.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0233584074028437,0.9820801005533092,1.0,10.0,9.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0257351046373069,0.9816775543416442,1.0,10.0,10.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0182998733681463,0.9816366780416768,1.0,10.0,11.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.018542035554867,0.9819128199214208,1.0,10.0,12.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.012309480820024,0.9827078193700988,1.0,10.0,13.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.017495204963094,0.9804231702731688,1.0,10.0,14.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.009079921765334,0.9784364389336628,1.0,10.0,15.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0087623227330031,0.9779079901214016,1.0,10.0,16.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0077536625868828,0.9786764751624056,1.0,10.0,17.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.011748745806945,0.978527244843042,1.0,10.0,18.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0172130662513017,0.9813190693126522,1.0,10.0,19.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.008339976459616,0.9822933142992504,1.0,10.0,20.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0006079338438567,0.9826782220123,1.0,10.0,21.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.00478701383588,0.9786357638550056,1.0,10.0,22.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.998444351968886,0.9789808276299587,1.0,10.0,23.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.007473684061429,0.9781656099559448,1.0,10.0,24.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9975843536870556,0.9822374237541782,1.0,10.0,25.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.003849292438577,0.980629766882644,1.0,10.0,26.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.083912322123984,1.0469439302679646,2.0,10.0,1.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0702506780541114,1.0358901915511465,2.0,10.0,2.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.059633225025599,1.031911025040841,2.0,10.0,3.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.057083383041206,1.0277076481480585,2.0,10.0,4.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0476200718001971,1.0264909291655069,2.0,10.0,5.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0350159123107932,1.0197030137871017,2.0,10.0,6.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.03615047096415,1.015473183093032,2.0,10.0,7.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0375554973830137,1.011256265123362,2.0,10.0,8.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0385684314158845,1.0104550814563988,2.0,10.0,9.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0296750763184617,1.0068431207481114,2.0,10.0,10.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0256850442143532,1.0049839914652714,2.0,10.0,11.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0289858625853685,1.004720586748304,2.0,10.0,12.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0288318749953098,1.0050201470935891,2.0,10.0,13.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.031379128102027,1.0026131194781482,2.0,10.0,14.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0329487554434915,1.0043916390517216,2.0,10.0,15.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0218052519312948,1.0023148843266454,2.0,10.0,16.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0354480443615368,0.9990541447145828,2.0,10.0,17.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.022229115029461,0.9975348103660232,2.0,10.0,18.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0297414258023554,0.9956546910410004,2.0,10.0,19.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0302243007882426,0.9993607405078444,2.0,10.0,20.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0257733025585818,0.9991822578719638,2.0,10.0,21.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0162812052096182,1.0046943561817572,2.0,10.0,22.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.025184113039156,0.9998954156549964,2.0,10.0,23.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.019891679599241,0.9988442131174288,2.0,10.0,24.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0223870985248975,0.9980150018604144,2.0,10.0,25.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0325425707956648,1.0001431225438104,2.0,10.0,26.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0160849468299151,0.9994649237733546,2.0,10.0,27.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0205471479846928,0.9987629296656868,2.0,10.0,28.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0254059783903569,1.0001102327331295,2.0,10.0,29.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0891893221976043,1.0773029016411824,3.0,10.0,1.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0766280447618115,1.0690415346104165,3.0,10.0,2.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0606068434224911,1.066550946753958,3.0,10.0,3.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0492794322283308,1.0642646395641824,3.0,10.0,4.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0503443980893057,1.0644083619117737,3.0,10.0,5.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0446546226790794,1.0634346811667732,3.0,10.0,6.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0456895251546168,1.062564430029496,3.0,10.0,7.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.03748733890639,1.0617690060449685,3.0,10.0,8.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0341960729736497,1.0624750204708264,3.0,10.0,9.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.042652667729489,1.0605507493019104,3.0,10.0,10.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0301540988600209,1.0607813493065212,3.0,10.0,11.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0300284810224245,1.059642504090848,3.0,10.0,12.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0258049868787968,1.0601585429647695,3.0,10.0,13.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.031564197729259,1.0574384746344194,3.0,10.0,14.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.024896443806535,1.0543953517208928,3.0,10.0,15.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0218646756854122,1.0530661577763765,3.0,10.0,16.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.037706678786048,1.0519579130670298,3.0,10.0,17.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0169938891912265,1.0521569537079851,3.0,10.0,18.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.022535950322179,1.049275833627452,3.0,10.0,19.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0230502502316292,1.0501759000446484,3.0,10.0,20.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.016149368390395,1.0503590884416,3.0,10.0,21.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0248882761578288,1.0506087075109067,3.0,10.0,22.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0259633684956584,1.051040706427201,3.0,10.0,23.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.016203777676847,1.0485814913459446,3.0,10.0,24.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0203350094507528,1.048703590165014,3.0,10.0,25.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0232386183404742,1.050897828910662,3.0,10.0,26.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.022381256984532,1.0511776053387183,3.0,10.0,27.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0195127278006355,1.0509439888207808,3.0,10.0,28.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0196801457015736,1.0515882606091709,3.0,10.0,29.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0139541932247098,1.0490445054095725,3.0,10.0,30.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0229458830077207,1.048548187898553,3.0,10.0,31.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0184519435099295,1.0486144630805303,3.0,10.0,32.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.013831755387567,1.0478861409684883,3.0,10.0,33.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0188482588861516,1.0485005275062893,3.0,10.0,34.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.012841638135633,1.0492765437001768,3.0,10.0,35.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0173562372101423,1.049695725026338,3.0,10.0,36.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0256679816420349,1.0479937662249026,3.0,10.0,37.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0143103474107749,1.0504287766373677,3.0,10.0,38.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0149501015963227,1.0484261253605718,3.0,10.0,39.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0138550899441754,1.0503085722093997,3.0,10.0,40.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0167870353748254,1.0494478655898052,3.0,10.0,41.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0151891503107602,1.0493535684502644,3.0,10.0,42.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0198652034820777,1.0518768170605537,3.0,10.0,43.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.1044365155750069,1.0300061103519773,4.0,10.0,1.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0842494630666275,1.026178002989893,4.0,10.0,2.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0728814714027768,1.022628445366017,4.0,10.0,3.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0681148709769597,1.0181481493562856,4.0,10.0,4.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.064759230556416,1.015221439558884,4.0,10.0,5.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0606726002455822,1.0110135141671177,4.0,10.0,6.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0613679319487133,1.0092583241766264,4.0,10.0,7.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0459385893822044,1.0092840400235406,4.0,10.0,8.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.06396664437092,1.008204549471959,4.0,10.0,9.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0536550023569669,1.005377850734903,4.0,10.0,10.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.051689188545036,1.005178176597828,4.0,10.0,11.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0503312401291929,1.0038339603168578,4.0,10.0,12.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0475851197116692,1.004100789600089,4.0,10.0,13.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0407667490693655,1.0030320647224509,4.0,10.0,14.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.032810606663472,1.0025341379547623,4.0,10.0,15.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0414839907278526,1.0067737034524469,4.0,10.0,16.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.046064006885302,1.0048265705374255,4.0,10.0,17.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.043278846387146,1.0048734406577498,4.0,10.0,18.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0491460400105668,1.0065724046540196,4.0,10.0,19.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.041349843159763,1.0059691237517947,4.0,10.0,20.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0356688487992187,1.0063667874437427,4.0,10.0,21.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.036802676220837,1.0058130530210645,4.0,10.0,22.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.040447997915921,1.0070510829159056,4.0,10.0,23.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0351502968198525,1.0079484347955618,4.0,10.0,24.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0351178365354476,1.0066389665995732,4.0,10.0,25.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0340582174566202,1.0622271549597426,0.0,50.0,1.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9849291237563464,1.0605668729665327,0.0,50.0,2.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.961072325381661,1.0365460388166912,0.0,50.0,3.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9437801493610932,1.0326521111646825,0.0,50.0,4.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9407908935962646,1.0499224704486636,0.0,50.0,5.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9354564584893168,1.0275659356103346,0.0,50.0,6.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9249635483328588,1.031749854282457,0.0,50.0,7.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9277499949899616,1.0437765719244154,0.0,50.0,8.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9139007157785692,1.0291613441167002,0.0,50.0,9.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.91045761303291,1.0370131397386333,0.0,50.0,10.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9107984203733606,1.0341491727022667,0.0,50.0,11.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9141165742432388,1.0413386425541025,0.0,50.0,12.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.900894825075238,1.0444718290000894,0.0,50.0,13.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9092150254210596,1.0423393228658782,0.0,50.0,14.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9175390372159372,1.0304681107879727,0.0,50.0,15.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9001877808116112,1.0381218000334136,0.0,50.0,16.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0460041035412064,0.9718411539697208,1.0,50.0,1.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9953259844987872,0.9596112004538928,1.0,50.0,2.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.97394205380425,0.9412439220507626,1.0,50.0,3.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9649645896568244,0.9315855916152672,1.0,50.0,4.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.958605601314754,0.918034559888802,1.0,50.0,5.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9587103069750736,0.9243944011658076,1.0,50.0,6.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9469354860222624,0.9134046957583924,1.0,50.0,7.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9365176866158488,0.908926286716235,1.0,50.0,8.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9219322318601542,0.916059438890148,1.0,50.0,9.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9289299030008866,0.900971441872035,1.0,50.0,10.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9217005963063944,0.91686462390093,1.0,50.0,11.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.922909678286138,0.8964532320835531,1.0,50.0,12.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9192083502285257,0.8991140697313391,1.0,50.0,13.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9061020007448692,0.918920585132242,1.0,50.0,14.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.9131210437136192,0.9027301348716374,1.0,50.0,15.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8998869924102655,0.9033116761874777,1.0,50.0,16.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8839651770397245,0.8914162839354263,1.0,50.0,17.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8983566730837279,0.9045218993395528,1.0,50.0,18.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8957017946846878,0.9096847012423088,1.0,50.0,19.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8974866612215753,0.9051040812286306,1.0,50.0,20.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8934268186866986,0.921650501736225,1.0,50.0,21.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8957201143524985,0.8947257343017065,1.0,50.0,22.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8899163341388086,0.90180688648827,1.0,50.0,23.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8902845449756134,0.9168116235921504,1.0,50.0,24.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8894940562724396,0.9158724538579446,1.0,50.0,25.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8902427972452885,0.9164545744147068,1.0,50.0,26.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,0.8690501017241874,0.8983604495704409,1.0,50.0,27.0,,,,,,,,
kane_mc_aplasia_45_days_codes_mlp_1layer,1.0384998021740368,0.9994116205833146,2.0,50.0,1.0,,,,,,,,
