Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,0,10,0.001,11,0.5540232324532405,0.5789282713314491,0.09832285619941049,0.09689213893967093
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,1,10,0.005,13,0.5503974480113385,0.568022066967709,0.048100164137751394,0.0761904761904762
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,2,10,0.001,25,0.556728560077368,0.594942658394435,0.07326181040683782,0.09881061299176579
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,3,10,0.001,28,0.6045775464900497,0.474265216787104,0.04734767965592483,0.09824561403508772
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,4,10,0.0,38,0.614509854217434,0.517919362867098,0.051844849967292495,0.09057301293900184
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,0,50,0.0,10,0.6602164348802765,0.6486326483843863,0.13849061092288428,0.09689213893967093
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,1,50,0.01,12,0.6464439208675924,0.6239136917440573,0.07888234841629725,0.0761904761904762
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,2,50,0.0,13,0.6439097673315689,0.7058281631885693,0.14651516946731719,0.09881061299176579
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,3,50,0.01,10,0.6412098287587475,0.668513757643135,0.1228704832771308,0.09824561403508772
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,4,50,0.0,11,0.6728335684665042,0.635929981748797,0.08830387249474103,0.09057301293900184
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,0,100,0.01,7,0.6829214638574813,0.6300702772897411,0.1230119703306837,0.09689213893967093
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,1,100,0.001,4,0.6835234598321249,0.578203544346937,0.075851924045797,0.0761904761904762
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,2,100,0.01,7,0.6809832441425412,0.6948956570783983,0.23260037589769966,0.0989010989010989
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,3,100,0.01,5,0.6555869040529064,0.7073547804335742,0.1512075006726228,0.09824561403508772
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,4,100,0.01,7,0.6633498639077707,0.6777210884353743,0.17732718260880173,0.09090909090909091
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,0,1000,0.001,3,0.6923192114146345,0.6462264150943396,0.1636662821148909,0.09689213893967093
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,1,1000,0.01,4,0.6750118310437991,0.5960956803271705,0.0728635392625692,0.0761904761904762
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,2,1000,0.01,5,0.6969423652043787,0.6708027824779094,0.22915610152696228,0.09908256880733946
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,3,1000,0.0,4,0.6865052549773581,0.6680794886047804,0.14298541608194912,0.09824561403508772
mimic_cohort_NF_30_days,MLP_3Layer,Node2Vec,4,1000,0.01,3,0.6697127100166731,0.6201053592168575,0.17298323506829055,0.09065679925994449
