train_loss,val_loss,Fold,Dimension,Epoch
1.4069327228727155,1.3006318592153354,0,10,1
1.329833447367529,1.3045937369476726,0,10,2
1.3458102214524952,1.3048441441920906,0,10,3
1.358693554279884,1.3087791075351034,0,10,4
1.33985278392718,1.3083852976351011,0,10,5
1.3059467443053878,1.306373628131448,0,10,6
1.3237150899555226,1.308475276253562,0,10,7
1.2933467462737447,1.3087979759680404,0,10,8
1.3228163580064825,1.3132749993757524,0,10,9
1.321325318214135,1.3178765209582954,0,10,10
1.2912163484704096,1.3152542843597348,0,10,11
1.388543101699971,1.335501449034843,1,10,1
1.358714758114273,1.3328175191115788,1,10,2
1.3410385709902999,1.3239926630637746,1,10,3
1.3289059576943911,1.3208982707603734,1,10,4
1.3162650380328862,1.3197821541033616,1,10,5
1.3322453713570432,1.3179236930808993,1,10,6
1.32356584302181,1.3163207688870133,1,10,7
1.3085935318614859,1.3181406311941113,1,10,8
1.3232115765313237,1.3157503514991988,1,10,9
1.2942594728613002,1.3157659054143331,1,10,10
1.3119295902811177,1.31765299396399,1,10,11
1.296770039927201,1.3145399235503175,1,10,12
1.3077924256669018,1.315379600085217,1,10,13
1.3086688939463333,1.3152914036589916,1,10,14
1.3122266513096426,1.3160267949871203,1,10,15
1.318696993431762,1.3161833066016628,1,10,16
1.3172511993091902,1.3173887720271635,1,10,17
1.316901562126983,1.3151165964434708,1,10,18
1.3097806082528518,1.3154368618712244,1,10,19
1.303803674317497,1.317161069502568,1,10,20
1.2959299666954842,1.3167311233908385,1,10,21
1.3067779697802682,1.3163573960051356,1,10,22
1.4067329603102705,1.3651479965184494,2,10,1
1.3450940508115317,1.3395777916037022,2,10,2
1.3796336622365495,1.3243182000356581,2,10,3
1.3771327126637698,1.316384880080327,2,10,4
1.318738633113601,1.3147588463962203,2,10,5
1.300425717802175,1.3073909443110039,2,10,6
1.321369395654803,1.3087025144865876,2,10,7
1.3128580567875296,1.3074553164477425,2,10,8
1.3018868969765165,1.3091527729577275,2,10,9
1.321866409425072,1.3072491278132334,2,10,10
1.2989361254329508,1.3052103366134709,2,10,11
1.3268725970892192,1.30687951769363,2,10,12
1.2944039608170597,1.3036242706710321,2,10,13
1.3072771694320067,1.303826137528986,2,10,14
1.290711812376557,1.3046853097910958,2,10,15
1.2733861832072513,1.307284981326494,2,10,16
1.2936118810175175,1.3057134808659638,2,10,17
1.2868307807959893,1.3101306856306858,2,10,18
1.3187428626558433,1.3111859941599826,2,10,19
1.2989651491670482,1.3112762892070322,2,10,20
1.3095609788231168,1.3139310409213487,2,10,21
1.2817965063174175,1.3108370282745496,2,10,22
1.288292677069079,1.3120067161903863,2,10,23
1.3618492402813651,1.3169836063276639,3,10,1
1.3419087359851056,1.3099017373540185,3,10,2
1.3588048592209816,1.3076996830376713,3,10,3
1.3294049508192323,1.3029771108518948,3,10,4
1.327639108354395,1.3032056540250778,3,10,5
1.319649537178603,1.2975823892788454,3,10,6
1.339750898155299,1.296886308626695,3,10,7
1.3269927928393537,1.2986365854740143,3,10,8
1.311951528895985,1.2987631098790602,3,10,9
1.322629558091814,1.2966677858070894,3,10,10
1.3185609355568886,1.2973287417130037,3,10,11
1.3214275633746928,1.2940759062767029,3,10,12
1.3216330320997671,1.2953764213757082,3,10,13
1.3207979222590274,1.2956399660218845,3,10,14
1.329224789684469,1.297477280551737,3,10,15
1.3216951177878813,1.2965058914639733,3,10,16
1.3226324821060353,1.2967406836423008,3,10,17
1.3121849664232947,1.2944142357869581,3,10,18
1.3201965730298648,1.2966533655470067,3,10,19
1.3185172521255233,1.2961025143211538,3,10,20
1.3136081499132244,1.296369876373898,3,10,21
1.3194327611814847,1.294661821289496,3,10,22
1.3721800499631647,1.3248977328183358,4,10,1
1.3619946710686934,1.3222451912311086,4,10,2
1.3351638941179242,1.3186715041127122,4,10,3
1.318824652286998,1.3178121047689204,4,10,4
1.3212639236450194,1.3181592589512205,4,10,5
1.3259491475423177,1.317815474376344,4,10,6
1.3251347170378032,1.3115507596835756,4,10,7
1.3306465711091695,1.3114777958183959,4,10,8
1.3280553683899996,1.3100231953671104,4,10,9
1.3041868618078398,1.3069765833386204,4,10,10
1.3020714957253974,1.3041982338721292,4,10,11
1.3309051399900202,1.2993390269028513,4,10,12
1.3213018256739566,1.3047944019551863,4,10,13
1.3006069364045796,1.297167649018137,4,10,14
1.317476871557403,1.3026809827486674,4,10,15
1.2954892764175148,1.2991351064464502,4,10,16
1.3082133651198002,1.2982464920847039,4,10,17
1.290349051492256,1.2934360061612045,4,10,18
1.3045011855008308,1.293872573333874,4,10,19
1.3219564792566132,1.296949187579908,4,10,20
1.3024435558653715,1.293475705657089,4,10,21
1.2885283634118867,1.2923509227602106,4,10,22
1.3225534044232286,1.2930332951378405,4,10,23
1.3060591714424,1.2869077686677899,4,10,24
1.2941828985381545,1.2873786173368755,4,10,25
1.295476004617256,1.28658975856346,4,10,26
1.3113623167339123,1.2896797728120235,4,10,27
1.2994394121671977,1.286031248193038,4,10,28
1.3050019408108895,1.2957028128808006,4,10,29
1.2950553679884527,1.292229092455747,4,10,30
1.2909580645644874,1.2923119863292627,4,10,31
1.2875580590231377,1.289759629358325,4,10,32
1.2973078296059057,1.2894576391420867,4,10,33
1.3005378595987955,1.2936640503532009,4,10,34
1.3102883195040518,1.2899324468562479,4,10,35
1.2817414220174153,1.2908591279648898,4,10,36
1.290030786614669,1.2903774406617148,4,10,37
1.28598047423781,1.2872466185636688,4,10,38
1.3944669612891225,1.3063927823481178,0,50,1
1.2931007814323545,1.2857131020764594,0,50,2
1.275178409167459,1.2756788643435921,0,50,3
1.286867919412355,1.2621503007898183,0,50,4
1.2417331883274607,1.2435225838514992,0,50,5
1.1992717756328348,1.226227950781542,0,50,6
1.2156038958075177,1.223241803850638,0,50,7
1.1922736337189097,1.2189098282202386,0,50,8
1.1456039703583676,1.230973742263059,0,50,9
1.1487397983329786,1.2293683145871142,0,50,10
1.129742274762038,1.2102957678075916,0,50,11
1.1150729053678328,1.208671844877439,0,50,12
1.105068826926823,1.2062370692040514,0,50,13
1.1081414073548543,1.2165874120387683,0,50,14
1.0930125479538957,1.2178438032981214,0,50,15
0.9946949635322987,1.2402373922022083,0,50,16
1.107321905126052,1.2448656002345133,0,50,17
