Model,Feature_Type,Dimension,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
MLP_2Layer,Word2Vec,10,0.7823786009067039,0.05231772786832926,0.4809936188254012,0.07755977663659061,0.36420962970209053,0.013956319169812511
MLP_2Layer,Word2Vec,50,0.7867459460294435,0.034577217952689095,0.5271413773786392,0.07395048312315872,0.36994134349216196,0.01223184542956289
MLP_2Layer,Word2Vec,100,0.7893642284702379,0.02632420616342552,0.5255230857542316,0.0649381843200289,0.3753531175200273,0.023334830431727342
MLP_2Layer,Word2Vec,1000,0.7831592716801621,0.03781794241527292,0.51191690859812,0.07529449347243361,0.3664538064351429,0.013093036654661187
