Cohort,Model,Feature_Type,Fold,Dimension,Selected_Threshold,Best_Epoch,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_NF_30_days,MLP_2Layer,ClinVec,0,128,0.005,8,0.6076182896559994,0.6112691925750516,0.0892976009729171,0.09689213893967093
mimic_cohort_NF_30_days,MLP_2Layer,ClinVec,1,128,0.005,4,0.6371410066811463,0.5468071057340036,0.04745655874488767,0.0761904761904762
mimic_cohort_NF_30_days,MLP_2Layer,ClinVec,2,128,0.005,5,0.6039745426881572,0.5640909945478473,0.08324340463544339,0.09881061299176579
mimic_cohort_NF_30_days,MLP_2Layer,ClinVec,3,128,0.01,4,0.6001646137688512,0.608159046692607,0.07395771038001528,0.09824561403508772
mimic_cohort_NF_30_days,MLP_2Layer,ClinVec,4,128,0.01,16,0.6303474983255668,0.5761987721918036,0.0734575619632094,0.09057301293900184
