Model,Dimension,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
MLP_2Layer,10,0.6339041932016987,0.024396025075734868,0.09953872316273515,0.019557250282015742,0.12490681271537893,0.017962219996851336
MLP_2Layer,50,0.6785405097418729,0.044369080218243706,0.12485636898109143,0.03483737288080518,0.13579895834975328,0.023737744659864425
MLP_2Layer,100,0.6627118769520518,0.03272431545341623,0.11350279244963016,0.03147594242376775,0.13685349872017225,0.027338482136636394
MLP_2Layer,1000,0.6753838562847251,0.04862800304239883,0.13683773343578107,0.05197029874661178,0.1331195978689595,0.022458227323243006
